id,datetime,vehicle_type,velocity,traffic_lane,lon,lat,kilopost,vehicle_length,detected_flag
1379,073001900,1,41.3,1,135.4700023,34.7109973,3531.4,4.0,0
1379,073002000,1,41.2,1,135.4700038,34.7109941,3531.0,4.0,0
1379,073002100,1,41.2,1,135.4700044,34.7109916,3530.6,4.0,0
1379,073002200,1,41.1,1,135.4700048,34.7109892,3530.3,4.0,0
1379,073002300,1,41.0,1,135.4700059,34.7109863,3529.9,4.0,1
1379,073002400,1,41.3,1,135.4700083,34.7109822,3529.3,4.0,1
1379,073002500,1,41.8,1,135.4700122,34.7109768,3528.6,4.0,1
1379,073002600,1,42.5,1,135.4700176,34.71097,3527.8,4.0,1
1379,073002700,1,42.0,1,135.4700242,34.7109622,3526.7,4.0,1
1379,073002800,1,41.9,1,135.4700316,34.7109535,3525.9,4.0,1
1379,073002900,1,41.8,1,135.4700394,34.7109445,3524.9,4.0,1
1379,073003000,1,42.4,1,135.4700473,34.7109353,3523.4,4.0,1
1379,073003100,1,42.5,1,135.4700552,34.7109262,3521.8,4.0,1
1379,073003200,1,42.7,1,135.4700629,34.7109172,3520.3,4.0,1
1379,073003300,1,42.9,1,135.4700704,34.7109084,3519.2,4.0,1
1379,073003400,1,43.0,1,135.4700779,34.7108996,3518.2,4.0,1
1379,073003500,1,42.7,1,135.4700852,34.7108909,3517.1,4.0,1
1379,073003600,1,41.9,1,135.4700926,34.7108822,3516.1,4.0,1
1379,073003700,1,41.5,1,135.4701,34.7108735,3515.1,4.0,1
1379,073003800,1,41.1,1,135.4701074,34.7108648,3513.8,4.0,1
1379,073003900,1,41.1,1,135.4701147,34.710856,3512.6,4.0,1
1379,073004000,1,41.9,1,135.4701221,34.7108473,3511.2,4.0,1
1379,073004100,1,41.9,1,135.4701295,34.7108387,3509.7,4.0,1
1379,073004200,1,41.9,1,135.4701369,34.71083,3508.8,4.0,1
1379,073004300,1,41.6,1,135.4701443,34.7108214,3507.5,4.0,1
1379,073004400,1,41.7,1,135.4701519,34.7108127,3506.6,4.0,1
1379,073004500,1,40.7,1,135.4701596,34.7108039,3505.6,4.0,1
1379,073004600,1,40.0,1,135.4701673,34.710795,3504.5,4.0,1
1379,073004700,1,41.0,1,135.4701752,34.7107861,3503.2,4.0,1
1379,073004800,1,41.1,1,135.4701831,34.7107771,3502.1,4.0,1
1379,073004900,1,40.6,1,135.470191,34.7107682,3500.9,4.0,1
1380,073000000,1,42.0,2,135.4691161,34.7119605,3670.2,4.5,1
1380,073000100,1,41.7,2,135.4691233,34.711952,3669.0,4.5,1
1380,073000200,1,41.7,2,135.4691305,34.7119436,3667.7,4.5,1
1380,073000300,1,41.3,2,135.4691377,34.7119352,3666.5,4.5,1
1380,073000400,1,41.7,2,135.469145,34.7119268,3665.3,4.5,1
1380,073000500,1,42.2,2,135.4691523,34.7119183,3664.3,4.5,1
1380,073000600,1,41.8,2,135.4691596,34.7119097,3663.1,4.5,1
1380,073000700,1,41.2,2,135.469167,34.7119012,3662.2,4.5,1
1380,073000800,1,41.2,2,135.4691745,34.7118925,3661.2,4.5,1
1380,073000900,1,40.5,2,135.469182,34.7118838,3660.3,4.5,1
1380,073001000,1,40.5,2,135.4691897,34.7118749,3658.8,4.5,1
1380,073001100,1,40.8,2,135.4691975,34.7118659,3657.6,4.5,1
1380,073001200,1,41.3,2,135.4692053,34.7118568,3656.2,4.5,1
1380,073001300,1,41.9,2,135.4692132,34.7118476,3655.0,4.5,1
1380,073001400,1,41.9,2,135.4692211,34.7118384,3653.8,4.5,1
1380,073001500,1,42.8,2,135.469229,34.7118293,3652.6,4.5,1
1380,073001600,1,42.4,2,135.4692369,34.7118201,3651.4,4.5,1
1380,073001700,1,42.4,2,135.4692447,34.711811,3650.4,4.5,1
1380,073001800,1,42.9,2,135.4692525,34.7118019,3648.7,4.5,1
1380,073001900,1,43.7,2,135.4692603,34.7117929,3647.4,4.5,1
1380,073002000,1,42.9,2,135.4692681,34.7117838,3646.6,4.5,1
1380,073002100,1,43.7,2,135.4692761,34.7117745,3645.0,4.5,1
1380,073002200,1,43.9,2,135.4692842,34.7117651,3643.7,4.5,1
1380,073002300,1,43.0,2,135.4692925,34.7117555,3642.9,4.5,1
1380,073002400,1,42.4,2,135.469301,34.7117456,3641.6,4.5,1
1380,073002500,1,44.0,2,135.4693096,34.7117357,3640.5,4.5,1
1380,073002600,1,43.1,2,135.4693181,34.7117258,3638.9,4.5,1
1380,073002700,1,43.2,2,135.4693265,34.711716,3637.5,4.5,1
1380,073002800,1,45.0,2,135.4693345,34.7117066,3636.4,4.5,1
1380,073002900,1,45.0,2,135.4693422,34.7116974,3635.0,4.5,1
1380,073003000,1,44.7,2,135.4693496,34.7116885,3633.9,4.5,1
1380,073003100,1,44.8,2,135.4693566,34.7116799,3632.9,4.5,1
1380,073003200,1,44.4,2,135.4693636,34.7116713,3631.8,4.5,1
1380,073003300,1,44.3,2,135.4693706,34.7116627,3630.7,4.5,1
1380,073003400,1,44.3,2,135.4693779,34.7116537,3629.6,4.5,1
1380,073003500,1,44.1,2,135.4693859,34.711644,3627.3,4.5,1
1380,073003600,1,44.7,2,135.4693946,34.7116335,3625.9,4.5,1
1380,073003700,1,45.4,2,135.4694043,34.7116222,3625.0,4.5,1
1380,073003800,1,45.6,2,135.4694147,34.7116101,3623.2,4.5,0
1380,073003900,1,45.8,2,135.4694257,34.7115977,3620.9,4.5,0
1380,073004000,1,46.0,2,135.469437,34.7115854,3620.0,4.5,0
1380,073004100,1,46.2,2,135.4694483,34.7115733,3618.3,4.5,0
1380,073004200,1,46.4,2,135.4694591,34.7115619,3616.1,4.5,1
1380,073004300,1,46.4,2,135.4694694,34.7115511,3616.0,4.5,1
1380,073004400,1,47.0,2,135.469479,34.711541,3614.4,4.5,1
1380,073004500,1,48.2,2,135.469488,34.7115313,3612.8,4.5,1
1380,073004600,1,47.7,2,135.4694965,34.7115219,3611.7,4.5,1
